split_id,split_name,days_per_week,experience_tier,goal_variant,representative_goal,goals_covered,day_index,day_id,day_name,exercise_index,exercise_name,muscle_group_label,pattern_key,muscles_trained,sets,reps,rest,equipment_required
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,7,Standing calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,60 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,8,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,0,Romanian deadlift (barbell),Hamstrings and Glutes — Hip Hinge,hip_hinge,"Hamstrings, Glutes, Lower back",4,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,1,Incline barbell press,Chest — Incline Push (Upper Chest),chest_incline_push,"Upper chest, Shoulders, Triceps",3,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,2,Pull-up (overhand),Back — Vertical Pull (Lat Width),back_vertical_pull,"Lats, Biceps, Rear delts",3,6–10,90 sec,pullup_bar
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,3,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,4,Walking lunge (long stride),Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,60 sec,bodyweight+dumbbells
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,5,Leg extensions,Quads — Isolation,quad_isolation,Quads,3,12–20,60 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,6,Seated calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,60 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,1,full_body_b,Full Body B,7,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,0,45° leg press,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",3,10–15,90 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,1,Cable crossover (lower chest),Chest — Decline / Lower Chest,chest_decline,"Lower chest, Mid chest, Triceps",3,12–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,2,Cable row (wide grip / flared elbows),Back — Inner Back / Rhomboids,back_inner,"Rhomboids, Mid-traps, Rear delts",3,10–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,4,Barbell overhead press,Shoulders — Vertical Push,shoulders_vertical_push,"Shoulders, Triceps, Upper chest",3,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,5,Cable tricep pushdown (rope or bar),Triceps,triceps,Triceps,3,12–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,6,Preacher curl,Biceps,biceps,"Biceps, Brachialis",3,12–15,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,7,Cable pull-through,Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,2,full_body_c,Full Body C,8,Seated leg curl,Hamstrings — Isolation,hamstring_isolation,Hamstrings,4,12–15,60 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,0,Barbell back squat,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",4,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,1,Barbell bench press,Chest — Horizontal Push,chest_horizontal_push,"Chest, Shoulders, Triceps",4,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,2,Barbell row,Back — Horizontal Pull (Back Thickness + Inner Back),back_horizontal_pull,"Lats, Rhomboids, Mid-traps, Rear delts, Biceps",4,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,4,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,5,Overhead tricep extension,Triceps,triceps,Triceps,3,8–12,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,6,Bayesian cable curl,Biceps,biceps,"Biceps, Brachialis",3,8–12,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,7,Standing calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,2 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,0,full_body_a,Full Body A,8,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,0,Romanian deadlift (barbell),Hamstrings and Glutes — Hip Hinge,hip_hinge,"Hamstrings, Glutes, Lower back",4,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,1,Incline barbell press,Chest — Incline Push (Upper Chest),chest_incline_push,"Upper chest, Shoulders, Triceps",3,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,2,Pull-up (overhand),Back — Vertical Pull (Lat Width),back_vertical_pull,"Lats, Biceps, Rear delts",3,6–10,3–5 min,pullup_bar
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,3,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,4,Walking lunge (long stride),Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,2 min,bodyweight+dumbbells
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,5,Leg extensions,Quads — Isolation,quad_isolation,Quads,3,12–20,2 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,6,Seated calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,2 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,1,full_body_b,Full Body B,7,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,0,45° leg press,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",3,3–6,3–5 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,1,Cable crossover (lower chest),Chest — Decline / Lower Chest,chest_decline,"Lower chest, Mid chest, Triceps",3,8–12,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,2,Cable row (wide grip / flared elbows),Back — Inner Back / Rhomboids,back_inner,"Rhomboids, Mid-traps, Rear delts",3,10–15,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,4,Barbell overhead press,Shoulders — Vertical Push,shoulders_vertical_push,"Shoulders, Triceps, Upper chest",3,3–6,3–5 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,5,Cable tricep pushdown (rope or bar),Triceps,triceps,Triceps,3,8–12,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,6,Preacher curl,Biceps,biceps,"Biceps, Brachialis",3,8–12,2 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,7,Cable pull-through,Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,2 min,cables
full_body_3x,Full Body 3×/week,3,intermediate,2 of 4,strength,strength,2,full_body_c,Full Body C,8,Seated leg curl,Hamstrings — Isolation,hamstring_isolation,Hamstrings,4,8–12,2 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,0,Barbell back squat,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",4,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,1,Barbell bench press,Chest — Horizontal Push,chest_horizontal_push,"Chest, Shoulders, Triceps",4,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,2,Barbell row,Back — Horizontal Pull (Back Thickness + Inner Back),back_horizontal_pull,"Lats, Rhomboids, Mid-traps, Rear delts, Biceps",4,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,4,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,5,Overhead tricep extension,Triceps,triceps,Triceps,3,12–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,6,Bayesian cable curl,Biceps,biceps,"Biceps, Brachialis",3,12–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,7,Standing calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,90 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,0,full_body_a,Full Body A,8,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,0,Romanian deadlift (barbell),Hamstrings and Glutes — Hip Hinge,hip_hinge,"Hamstrings, Glutes, Lower back",4,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,1,Incline barbell press,Chest — Incline Push (Upper Chest),chest_incline_push,"Upper chest, Shoulders, Triceps",3,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,2,Pull-up (overhand),Back — Vertical Pull (Lat Width),back_vertical_pull,"Lats, Biceps, Rear delts",3,6–10,2–3 min,pullup_bar
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,3,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,4,Walking lunge (long stride),Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,90 sec,bodyweight+dumbbells
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,5,Leg extensions,Quads — Isolation,quad_isolation,Quads,3,12–20,90 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,6,Seated calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,90 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,1,full_body_b,Full Body B,7,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,0,45° leg press,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",3,6–10,2–3 min,machines
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,1,Cable crossover (lower chest),Chest — Decline / Lower Chest,chest_decline,"Lower chest, Mid chest, Triceps",3,12–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,2,Cable row (wide grip / flared elbows),Back — Inner Back / Rhomboids,back_inner,"Rhomboids, Mid-traps, Rear delts",3,10–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,4,Barbell overhead press,Shoulders — Vertical Push,shoulders_vertical_push,"Shoulders, Triceps, Upper chest",3,6–10,2–3 min,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,5,Cable tricep pushdown (rope or bar),Triceps,triceps,Triceps,3,12–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,6,Preacher curl,Biceps,biceps,"Biceps, Brachialis",3,12–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,7,Cable pull-through,Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,90 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,3 of 4,lose,lose,2,full_body_c,Full Body C,8,Seated leg curl,Hamstrings — Isolation,hamstring_isolation,Hamstrings,4,12–15,90 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,0,Barbell back squat,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",4,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,1,Barbell bench press,Chest — Horizontal Push,chest_horizontal_push,"Chest, Shoulders, Triceps",4,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,2,Barbell row,Back — Horizontal Pull (Back Thickness + Inner Back),back_horizontal_pull,"Lats, Rhomboids, Mid-traps, Rear delts, Biceps",4,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,4,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,5,Overhead tricep extension,Triceps,triceps,Triceps,3,15–25,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,6,Bayesian cable curl,Biceps,biceps,"Biceps, Brachialis",3,15–25,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,7,Standing calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,30–45 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,0,full_body_a,Full Body A,8,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,0,Romanian deadlift (barbell),Hamstrings and Glutes — Hip Hinge,hip_hinge,"Hamstrings, Glutes, Lower back",4,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,1,Incline barbell press,Chest — Incline Push (Upper Chest),chest_incline_push,"Upper chest, Shoulders, Triceps",3,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,2,Pull-up (overhand),Back — Vertical Pull (Lat Width),back_vertical_pull,"Lats, Biceps, Rear delts",3,6–10,60 sec,pullup_bar
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,3,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",3,15–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,4,Walking lunge (long stride),Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,30–45 sec,bodyweight+dumbbells
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,5,Leg extensions,Quads — Isolation,quad_isolation,Quads,3,12–20,30–45 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,6,Seated calf raise,Calves,calves,"Gastrocnemius, Soleus",3,10–15,30–45 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,1,full_body_b,Full Body B,7,Cable crunch,Core — Weighted Ab Training,core,"Rectus abdominis, Obliques",3,12–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,0,45° leg press,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",3,12–20,60 sec,machines
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,1,Cable crossover (lower chest),Chest — Decline / Lower Chest,chest_decline,"Lower chest, Mid chest, Triceps",3,15–25,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,2,Cable row (wide grip / flared elbows),Back — Inner Back / Rhomboids,back_inner,"Rhomboids, Mid-traps, Rear delts",3,10–15,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,4,12–20,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,4,Barbell overhead press,Shoulders — Vertical Push,shoulders_vertical_push,"Shoulders, Triceps, Upper chest",3,12–20,60 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,5,Cable tricep pushdown (rope or bar),Triceps,triceps,Triceps,3,15–25,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,6,Preacher curl,Biceps,biceps,"Biceps, Brachialis",3,15–25,30–45 sec,barbell
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,7,Cable pull-through,Glutes — Compound and Isolation,glute_focused,"Glutes, Glute medius, Adductors",4,10–15,30–45 sec,cables
full_body_3x,Full Body 3×/week,3,intermediate,4 of 4,endurance,endurance,2,full_body_c,Full Body C,8,Seated leg curl,Hamstrings — Isolation,hamstring_isolation,Hamstrings,4,15–25,30–45 sec,machines
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,0,Barbell back squat,Quads — Squat Pattern,squat_pattern,"Quads, Glutes, Hamstrings",5,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,1,Barbell bench press,Chest — Horizontal Push,chest_horizontal_push,"Chest, Shoulders, Triceps",5,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,2,Barbell row,Back — Horizontal Pull (Back Thickness + Inner Back),back_horizontal_pull,"Lats, Rhomboids, Mid-traps, Rear delts, Biceps",6,10–15,90 sec,barbell
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,3,Cable lateral raise,Shoulders — Side Delt Isolation,shoulders_side_delt,Side deltoids,6,12–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,4,Face pull (cable),Rear Delt and Upper Back,rear_delt,"Rear deltoids, External rotators, Upper traps",5,15–20,60 sec,cables
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,5,Overhead tricep extension,Triceps,triceps,Triceps,5,12–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,6,Bayesian cable curl,Biceps,biceps,"Biceps, Brachialis",4,12–15,60 sec,cables
full_body_3x,Full Body 3×/week,3,advanced,1 of 4,muscle,muscle | maintain | default | recomp | cut_strength | cut_endurance | powerbuilding | hybrid_muscle | hybrid_strength | powerbuilding_cut | athletic_recomp | athletic_cut | athletic_bulk,0,full_body_a,Full Body A,7,Standing calf raise,Calves,calves,"Gastrocnemius, Soleus",5,10–15,60 sec,machines
